Company/Brand,Stage,Amount($),HeadQuarter,What_it_does,Sector,Funding_Year,Founded,Founders,Investor,Startup_Age
Infinite Uptime,Series B,5100000.0,Pune,The industrial Internet platform that harnesses the power of big data & predictive analytics for data-driven decision making.,Technology,2020,2015.0,Raunak Bhinge,"Infrastructure Leasing & Financial Services Limited, Dorm Room Fund",5.0
HappyLocate,Pre-Series,500000.0,Bangalore,"HappyLocate is India's first One Stop Relocation Platform, transforming the way Employee Relocations are managed",Technology,2020,2016.0,"Ajay Tiwari, Sainadh Duvvuru",The CoWrks Foundry,4.0
Loop Health,Seed,2300000.0,Pune,Loop Health is bringing ease and choice to patients seeking major medical treatments.,Healthcare,2020,2017.0,"Mayank Kale, Ryan Singh","Y Combinator, Sierra Ventures",3.0
NeoDocs,Pre-Seed,3000000.0,Mumbai,Neodocs analyses medical reports and provides personalised health recommendations remotely.,Healthcare,2020,2020.0,"Anurag Meena, Nikunj Malpani, Pratik Lodha",9Unicorns Accelerator Fund,0.0
The ePlane,Seed,3000000.0,Chennai,Transforming the mobility landscape using aerial transport.,Manufacturing,2020,2016.0,"Satya Chakravarthy, Pranjal Mehta",Speciale Invest,4.0
TagMango,Seed,700000.0,Mumbai,"TagMango is a marketing and advertising app that helps influencer, and brands to partner with individuals.",Services,2020,2019.0,"Divyanshu Damani, Mohammad Hasan","XRM Media, Kevin Lin",1.0
The New Shop,Seed,500000.0,New Delhi,The New Shop is a chain of high speed retail stores,Retail,2020,2019.0,"Charak Almast, Aastha Almast, Mani Dev Gyawali",Huddle Accelerator,1.0
MobiKwik,Unknown,7000000.0,Gurgaon,"MobiKwik is India’s leading fintech platform, operating businesses in consumer payments, payment gateway, and financial services.",Finance,2020,2009.0,"Bipin Singh, Upasana Taku","Hindustan Media Venture, Nicolas Jarrosson",11.0
DebugsBunny,Unknown,100000.0,Pune,DebugsBunny is the best Kids Coding Platform where kids are taught to code online by our expert teachers.,Education,2020,2020.0,Sumit Sanjay Singare,India Angel Fund,0.0
BHIVE Investech,Seed,1000000.0,Bangalore,BHIVE is Bangalore's (India) largest Coworking space that allows entrepreneurs to take their ideas to the next level.,Real Estate,2020,2014.0,"Monnappa Bayavanda, Prashant Reddy, Ravindra M.K, Ravindra M.K., Shesh Paplikar, Shesh Paplikar, Sridhar Venkataraman",Blume Ventures,6.0
ZipLoan,Unknown,3000000.0,New Delhi,ZipLoan is a online lending platform,Finance,2020,2015.0,"KSHITIJ Puri, Shalabh Singhal","Stride Ventures, Matrix Partners India",5.0
Swipez,Unknown,3000000.0,Pune,Swipez is a payment collection platform.,Finance,2020,2014.0,Vivek Iyer,"9Unicorns, Anicut",6.0
Humus,Unknown,3000000.0,Bangalore,Farmgate to Retail outlet Agri-Fresh produce supply chain,Agriculture,2020,2019.0,"Manjunatha T N, Shilpa Gopalaiah","Venture Catalysts, 9Unicorns, We Founders Circle.",1.0
Artivatic.ai,Unknown,3000000.0,Bangalore,"Artivatic's patent pending technology solves complex problems in Insurance for On-boarding, Fraud, Risk Profiling, Underwriting & claims.",Technology,2020,2017.0,Layak Singh,"SenseAI Ventures, Saurabh Chugh",3.0
Prescinto,Seed,3000000.0,Ahmedabad,Prescinto provides solutions for solar monitoring and analytics solutions.,Energy,2020,2016.0,"Puneet Singh Jaggi, Sanjay Bhasin, Ram Menon","Startup incubator, Accelerator Venture Catalysts",4.0
Toppeq,Seed,3000000.0,Mumbai,SaaS-based equity management platform,Technology,2020,2019.0,Nandini Sankar,unknown,1.0
Bolo Indya,Unknown,400000.0,Gurgaon,"Bolo Indya is a short video & commerce platform. It allows users to create, watch and share videos & discover and avail services.",Technology,2020,2019.0,"Tanmai Paul, Varun Saxena","India Accelerator, Sunil Kamath",1.0
Bombay Play,Seed,1000000.0,Bangalore,Bombay Play is a Card and Toy Company Making games for India.,Technology,2020,2017.0,"Abhas Saroha, Oliver Jones, Oliver Jones","Ramakant Sharma, Leo Capital India",3.0
FreshToHome,Unknown,3000000.0,Bangalore,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,E-commerce,2020,2015.0,Shan Kadavil,Investment Corporation of Dubai (ICD),5.0
KIKO TV,Seed,3000000.0,Mumbai,KIKO TV is an AI-based short live video e-commerce platform.,Technology,2020,2020.0,"Shivam Varshney, Alok Chawla","9Point8 Capital, Sunil Kumar Singhvi",0.0
Atomberg Technologies,Series B,9000000.0,Mumbai,"Atomberg Technology aspires to be the ""Tesla"" of the world of household appliances",Retail,2020,2012.0,"Manoj Meena, Sibabrata Das","Sandeep Tandon, Survam Partners",8.0
Smallcase,Unknown,3000000.0,Bangalore,Changing how India invests in equities,Finance,2020,2015.0,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath","WEH Ventures, BEENEXT",5.0
Gamerji,Seed,3000000.0,Ahmedabad,"Gamerji is an online esports gaming platform where tournaments are created for different games such as PUBG, COD, Free Fire etc.",Technology,2020,2018.0,"Soham Thacker, Valay Patel, Varun Gajjar",La Gajjar Group.,2.0
5C Network,Pre-Series,1200000.0,Bangalore,"5C is India's first Diagnostics Network, making Radiodiagnosis more Accessible, Affordable and Accurate",Healthcare,2020,2014.0,Kalyan Sivasailam,"Axilor Ventures, Unitus Ventures",6.0
Ethereum Push Notification Service,Seed,750000.0,Mumbai,EPNS is a decentralized notification protocol,Technology,2020,2020.0,"Harsh Rajat, Richa Joshi",Prolific angel investors,0.0
Mihup,Series A,1500000.0,Kolkata,Intelligence-based personal mobile assistant app,Technology,2020,2016.0,"Biplab Chakraborty, Sandipan Chattopadhyay, Sandipan Mandal, Tapan Barman","Ideaspring Capital, Accel",4.0
RuralBasket,Unknown,500000.0,Tirunelveli,Naturally grown and healthy products directly from farmers.,E-commerce,2020,2019.0,Palani Rajan,Nativelead Foundation,1.0
WayCool Foods,Debt Financing,7800000.0,Chennai,"WayCool has adopted a tech-enabled supply chain approach to produce staples like rice, dairy, and value added products.",Agriculture,2020,2015.0,"Karthik Jayaraman, Sanjay Dasari","FMO, IndusInd Bank",5.0
Clovia,Series B,4000000.0,Noida,Clovia is the online lingerie retailer,E-commerce,2020,2013.0,"Neha Kant, Pankaj Vermani","Golden Birch Investments, She Capital",7.0
Codingal,Seed,560000.0,Bangalore,Coding education platform for K-12 students,Education,2020,2020.0,"Satyam Baranwal, Vivek Prakash","Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator.",0.0
Let's Dive,Unknown,1700000.0,Bangalore,A platform for remote employee engagement and building team culture,Technology,2020,2020.0,"Nitesh Agrawal, Om Prakash",Surge,0.0
Habitat,Seed,600000.0,Bangalore,"Habitat, a social learning edtech platform for civil service aspirants",Education,2020,2016.0,"Rohit Pande, Shikhar Sachan","Unitus Ventures, Whiteboard Capital",4.0
SAWO Labs,Seed,600000.0,Mumbai,Providing Secure Authentication solutions to Apps and Websites. Eliminating Passwords and OTPs for a seamless User Experience.,Technology,2020,2020.0,Prabhat Sahu,"StartupXseed Ventures, 100X.VC",0.0
Signzy,Unknown,3000000.0,Bangalore,Signzy are creating 'building blocks for a Digital Trust system.,Technology,2020,2015.0,"Ankit Ratan, Ankur Pandey, Arpit Ratan","Stellaris Venture Partners, Mastercard",5.0
KopyKitab,Unknown,3000000.0,Bangalore,"Kopykitab is an India-based digital library that provides eBooks, and digital content in school and higher education.",Education,2020,2013.0,"Amit Shrivastava, Sumeet Verma","Paula Mariwala, Siddharth Anand",7.0
Kyt,Unknown,2500000.0,Singapore,Holistic education for every child | Individual and small group live classes for ages 5 - 15 years,Education,2020,2020.0,"Bhavik Rathod, Tripti Ahuja",Sequoia Capital India’s Surge,0.0
Raskik,Pre-Series,1000000.0,Bangalore,All new fusion-flavour fruit juices with the goodness of coconut and taste of India's finest fruits.,Food & Beverages,2020,2019.0,"Vikas Chawla, Abhay Parnerkar, Satyajit Ram","Venture Catalysts, 9Unicorns",1.0
GetWork,Pre-Seed,40000.0,Gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,Human Resources,2020,2019.0,Rahul Veerwal,India Accelerator,1.0
Mobile Premier League (MPL),Series B,500000.0,Bangalore,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,Technology,2020,2018.0,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",2.0
Omatra Hotels,Seed,3000000.0,Kolkata,Omatra is very new hotel management firm recently registered as Omatra Hospitality Services Private Limited.,Hospitality,2020,2017.0,"NAVEED AHAMED, SYED SAQQA ABBAS",Capify,3.0
Awign,Series A,3000000.0,Bangalore,Operations and manpower outsourcing startup,Services,2020,2016.0,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Unitus Ventures, Work10M",4.0
NewsReach,Seed,1500000.0,Gujarat,NewsReach India offers partner publications a digital footprint and monetisation of their content via advertisements.,Media & Entertainment,2020,2018.0,"Darshan Shah, Soniya Kundnani","Mumbai Angels, JITO Angel Network.",2.0
Credgenics,Pre-Series,3000000.0,New Delhi,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",Finance,2020,2018.0,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",2.0
GeoIQ,Seed,300000.0,Bangalore,"Map-based intelligent platform with single-click access to street-level location data - demographics, competitions, movements - for retail.",Technology,2020,2018.0,"Devashish Fuloria, Tusheet Shrivastava, Ankita Thakur","Ankur Mittal, Mitesh Shah",2.0
Quintype,Series A,3500000.0,Bangalore,"A technology company that focus on building a suite of digital publishing solutions to simplify content creation, distribution, audience engagement",Services,2020,2014.0,Chirdeep Shetty,IIFL AMC,6.0
Astrogate Labs,Unknown,3000000.0,Bangalore,Astrogate Labs provides high-quality products related to space infrastructure.,Engineering,2020,2017.0,unknown,"Venture Catalysts, Speciale Invest",3.0
Power Gummies,Pre-Series,3000000.0,New Delhi,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,Healthcare,2020,2018.0,Divij Bajaj,Venture Catalysts,2.0
Cityflo,Series A,7000000.0,Mumbai,Cityflo is an urban transportation app that provides comfortable and economical buses for daily commute.,Transportation & Logistics,2020,2015.0,"Advaith Vishwanath, Ankit Agrawal, Jerin Venad, Rushabh Shah, Sankalp Kelshikar, Subhash Sundaravadivelu","Anupam Mittal, India Quotient",5.0
AlgoBulls,Unknown,200000.0,Mumbai,Algobulls is a state-of-the-art Trading Platform where customers are provided with Fully Automated Algorithmic Trading,Technology,2020,2019.0,"Pushpak Dagade, Jimmit Patel and Suraj Bathija",Venture Catalysts,1.0
Credgenics,Pre-Series,3000000.0,Gurugram,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",Finance,2020,2018.0,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",2.0
Inntot,Unknown,3000000.0,Kerala,"Inntot Technologies, is a technology driven company.",Technology,2020,2014.0,Rajith Nair,Unicorn India Ventures,6.0
Ensuredit,Pre-Series,300000.0,Gurugram,ENSUREDIT enables and empowers end customers and Insurance Intermediaries with AI-based product platforms for transformational customer experience.,Finance,2020,2019.0,"Amit, Rohit Sadhu, and Vikas Ranga",Venture Catalysts,1.0
Shipsy,Series A,6000000.0,Gurugram,Shipsy's platform enables data driven decision making enhancing visibility and operational efficiency for Supply Chain industry,Technology,2020,2015.0,"Dhruv Agrawal, Himanshu Gupta, Soham Chokshi","DTDC, Udaan Angel Partners",5.0
ERPNext,Unknown,1000000.0,Mumbai,"ERPNext is an Open Source, Online ERP solution which includes Accounting, CRM, Inventory, Purchasing, HR, Support and a lot more.",Technology,2020,2008.0,Rushabh Mehta,Rainmatter,12.0
LightSpeedAI,Unknown,3000000.0,Bangalore,Developer of an optoelectronic processor designed to accelerate AI computations.,Media & Entertainment,2020,2019.0,"Rohin Y, PV Ramana","YourNest, growX ventures",1.0
Grip Invest,Pre-Series,3000000.0,Gurugram,Grip is an investment platform that allows retail investors to make small ticket investments in physical assets that earn lease income.,Finance,2020,2020.0,"Nikhil Aggarwal, Vivek Gulati",Gemba Capital,0.0
Unacademy,Unknown,3000000.0,Bangalore,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,Education,2020,2015.0,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta","Dragoneer Investment Group, Tiger Global Management",5.0
Yellow Classes,Pre-Series,1300000.0,Gurugram,New-age fun-learning platform for kids.,Education,2020,2020.0,"Arpit Mittal, Anshul Gupta",India Quotient,0.0
Plum,Unknown,4100000.0,Bangalore,High quality health insurance and health benefits,Healthcare,2020,2019.0,"Abhishek Poddar, Saurabh Arora","Surge, Tanglin Venture Partners",1.0
STAGE,Unknown,1000000.0,Indore,STAGE is an Indian language content platform for artist-led entertainment.,Media & Entertainment,2020,2019.0,"Shashank Vaishnav, Vinay Singhal, Parveen Singhal",Venture Catalysts,1.0
Nykaa,Unknown,3000000.0,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,Manufacturing,2020,2012.0,Falguni Nayar,"Alia Bhatt, Katrina Kaif",8.0
Kaagaz Scanner,Unknown,575000.0,Bangalore,Kaagaz Scanner is the Indian replacement to banned Cam Scanner App.,Technology,2020,2020.0,"Snehanshu Gandhi, Gaurav Shrishrimal",Pravega Ventures,0.0
NIRA,Unknown,1000000.0,Bangalore,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",Finance,2020,2017.0,"Rohit Sen, Nupur Gupta","Techstars Bangalore Accelerator, Techstars",3.0
Prolixr,Seed,3000000.0,Gurugram,A premium skincare brand committed towards building innovative skin care wellness.,Manufacturing,2020,2018.0,"Aditya Sharma, Jayesh Hans","Alfa Ventures, Divij Bajaj",2.0
DaMENSCH,Unknown,6000000.0,Bangalore,DaMENSCH is a designer and seller of men's apparel.,E-commerce,2020,2018.0,"Anurag Saboo, Gaurav Pushkar","Whiteboard Capital, Matrix Partners India",2.0
SignalX,Seed,800000.0,Hyderabad,SignalX offers an artificial intelligence-powered SaaS platform,Technology,2020,2018.0,"Govind Balachandran, Zakir Wahab, Piyush Arora","9Unicorns, 3Lines VC, Hyderabad Angels",2.0
Lancify,Unknown,300000.0,Bangalore,Lancify is building the world's strongest young workforce,Education,2020,2018.0,"Gowtham Sundaresan, Azan Barodawala","Techstars, Techstars Bangalore Accelerator",2.0
Krimanshi,Seed,600000.0,Jodhpur,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,Technology,2020,2015.0,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City",5.0
Instoried,Pre-Series,1000000.0,Bangalore,Instoried is an augmented writing platform which improves customer interest and engagement.,Technology,2020,2018.0,"Sharmin Ali, Sutanshu Raj","Venture Catalysts, SOSV",2.0
PlayerzPot,Series A,3000000.0,Mumbai,"Favorite fantasy cricket, football & kabaddi leagues online to win daily cash and prizes",Technology,2020,2015.0,"Yogesh, Mitesh Gangar",unknown,5.0
Instamojo,Unknown,3000000.0,Bangalore,"Instamojo is an on-demand payments platform that enables entrepreneurs to build, manage, and grow their business online.",Finance,2020,2012.0,"Aditya Sengupta, Akash Gehani, Harshad Sharma, Sampad Swain","BASE, Gunosy Capital",8.0
Arata,Pre-Series,1000000.0,New Delhi,Arata is an e-commerce site for beauty products and cosmetics.,E-commerce,2020,2017.0,"Dhruv Madhok, Dhruv Bhasin",DSG Consumer Partners,3.0
MPL,Unknown,5000000.0,Bangalore,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,Technology,2020,2018.0,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",2.0
Thrive,Pre-Series,3000000.0,Mumbai,"Thrive is all-in-one restaurant ordering suite for table ordering, pickup, and delivery with marketing in-built.",Food & Beverages,2020,2020.0,"Dhruv Dewan, Krishi Fagwani","Whiteboard Capital, Ahimsa Capital",0.0
Kitchens Centre,Pre-Series,3000000.0,New Delhi,Kitchens Centre offers turnkey solutions to cloud kitchens.,Technology,2020,2019.0,Lakshay Jain,"Jonathan Swanson, Ankush Gera",1.0
Prescribe,Unknown,100000.0,Chennai,Provide online services to patients by leveraging WhatsApp.,Healthcare,2020,2019.0,Nived Narayanan,Titan Capital,1.0
inFeedo,Unknown,3200000.0,Gurugram,"inFeedo is a predictive people analytics company helping 300,000+ employees in 100+ companies make their voice feel heard and valued.",Technology,2020,2013.0,Tanmaya Jain,"Peyush Bansal, Ritesh Malik",7.0
